id,Clip Name,Category,Needs,Feelings,Label
218,0328.mp4,,,,
219,0329.mp4,,,,
220,0330.mp4,,,,
221,0331.mp4,,,,
222,0332.mp4,,,,
223,0333.mp4,,,,
224,0334.mp4,,,,
225,0335.mp4,,,,
226,0336.mp4,,,,
227,0337.mp4,,,,
228,0338.mp4,,,,
229,0339.mp4,,,,
230,0340.mp4,,,,
231,0341.mp4,,,,
232,0342.mp4,,,,
233,0343.mp4,,,,
234,0344.mp4,,,,
235,0345.mp4,,,,
236,0346.mp4,,,,
237,0347.mp4,,,,
238,0348.mp4,,,,
239,0349.mp4,,,,
240,0350.mp4,,,,
241,0351.mp4,,,,
242,0352.mp4,,,,
243,0353.mp4,,,,
244,0354.mp4,,,,
245,0355.mp4,,,,
246,0356.mp4,,,,
247,0357.mp4,,,,
248,0358.mp4,,,,
249,0359.mp4,,,,
250,0360.mp4,,,,
251,0361.mp4,,,,
252,0362.mp4,,,,
253,0363.mp4,,,,
254,0364.mp4,,,,
255,0365.mp4,,,,
256,0366.mp4,,,,
257,0367.mp4,,,,
258,0368.mp4,,,,
259,0369.mp4,,,,
260,0370.mp4,,,,
261,0371.mp4,,,,
262,0372.mp4,,,,
263,0373.mp4,,,,
264,0374.mp4,,,,
265,0375.mp4,,,,
266,0376.mp4,,,,
267,0377.mp4,,,,
268,0380.mp4,,,,
269,0381.mp4,,,,
270,0382.mp4,,,,
271,0383.mp4,,,,
272,0384.mp4,,,,
273,0385.mp4,,,,
274,0386.mp4,,,,
275,0387.mp4,,,,
276,0388.mp4,,,,
277,0389.mp4,,,,
278,0390.mp4,,,,
279,0391.mp4,,,,
280,0392.mp4,,,,
281,0393.mp4,,,,
282,0394.mp4,"dialog,",,"engaged,grateful,affectionate,",
283,0395.mp4,"reaction,",,"inspired,affectionate,refreshed,",
284,0396.mp4,"dialog,reaction,","play,connection,",,"question,"
285,0397.mp4,"dialog,action,",,,"greeting,"
286,0398.mp4,"dialog,",,,
287,0399.mp4,"dialog,","play,connection,","disconnected,",
